DatePosted,Title,Seller Type,Price,Car Make,Car Model,Car Variant,Condition,Year Manufactured,Transmission,Engine Capacity,Body Type,Location,Warranty,Mileage,Colour Type,Colour,Description
2023-05-17,2004 Daihatsu Delta V58R-HS 10 Kaki Tipper For Sell,Dealer, 36800,Daihatsu,Delta,V58 2.8 Tipper,Used,2004,Manual,2.8L,Commercial,Johor,No Warranty,"70,000 - 74,999 km",Metallic,Brown,"2004 Daihatsu Delta V58R-HS 10 Kaki Tipper For Sell  Daihatsu Delta V58R-HS 10 Kaki Tipper For Sell  - Year 2004  - 10 Kaki  - Disel  - 2765 CC  - Bdm 4500  - Ready Stock  - Tip Top Condition  - Trade-In Acceptable  - Panjang : 10 Kaki  - Lebar : 6 ft  - Tinggi : 1'4"" ft  - Harga Body RM36,800  YL KULAI MOTOR SDN BHD  Please Call/ WhatsApp    Show Phone Number   (Mr Yun) /    Show Phone Number   (Ms Yun )  MLO 3781, JALAN AIR HITAM, BATU 16 1/2, SALENG,81400 SENAI, JOHOR.  - WAZE: https://waze.com/ul/hw239nruyw  -    Show Phone Number   /    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://www.facebook.com/ylkulaimotorsb/"
2023-05-17,Best Deal Proton X50 (Kuantan),Dealer, 90300,Proton,X50,1.5T Executive,New,2023,Automatic,1.5L,SUV,Pahang,5 Years Warranty,,,,"Best Deal Proton X50 (Kuantan)  Rebate banyak!!! Stock cepat!!!  >>> Semakan kelayakan loan adalah percuma<<<  Documents yang perlukan:  - IC dan lesen depan belakang  - Slip gaji 3 bulan terkini  - Penyata bank 3 bulan terkini  Saya Carrick Tan , authorized Proton Sales Advisor boleh bantu anda uruskan pembelian kereta Proton secara mudah dan pantas.  Untuk Sebarang pentanyaan, call/ WhatsApp saya  Carrick Tan    Show Phone Number   www.wasap.my/6    Show Phone Number   /JomNakBeliProton  www.wasap.my/6    Show Phone Number   /JomNakBeliProton  www.wasap.my/6    Show Phone Number   /JomNakBeliProton  - Accept Trade-In  - Ready Stock  - Must View"
2023-09-11,"FULL SERVICE RECOND BY NISSAN,4X4 NO OFF ROAD, Nissan Navara 2.5 AUTO DOUBLE CAB 4X4 LE-2014 YEAR",Dealer, 51800,Nissan,Navara,2.5 LE 4x4,Used,2014,Automatic,2.5L,Pickup,Kuala Lumpur,1 Year Warranty,"100,000 - 109,999 km",Metallic,Grey / Silver,"FULL SERVICE RECOND BY NISSAN,4X4 NO OFF ROAD, Nissan Navara 2.5 AUTO DOUBLE CAB 4X4 LE-2014 YEAR  INTERESTING PLEASE CONTACT:    Show Phone Number   MS    Show Phone Number   ENCIK  NEW STOCK!!! NEW STOCK!!! NEW STOCK!!!  NISSAN NAVARA 2.5 AUTO DOUBLE CAB 4X4 LE  Manufactured 2014 Year  (Can Request Registration Card CHECKING!!!)  Car Specification :  * Full Service RECORD BY NISSAN TAN CHONG  * Tungsten Silver Colour Exterior  * Black Colour Interior  * 2.5 litre YD25DDTi diesel  * Five-speed unit  * 4 WHEEL DRIVE 4X4 (2H, 4H and 4LO)  * LE Spec Full leather seats  * LE Spec Auto Dimming Rear View Mirror  * LE Spec Six Speakers  * LE Spec Silver-Finished Centre Console  * LE Spec Door Switch Panel  * LE Spec Glove Box Lock  * LE Spec Chrome Door Mirrors  * Side Step  * Sport Rims  WELCOME TEST DRIVE,WILL GIVE FOR GOOD SERVICE AND BEST PRICE!!!  FREE GIFT:  @ Free Service  @ Free Full Tank  @ Free TouchNg  @ Free Polish  @ Free Warranty Insurance  (((Term And Condition Apply!)))  We Check , We Services , We Test , Before We Sell.  LOAN CAN UP TO 6 YEAR, INTEREST RATE % AND APPROVAL AMOUNT IS DEPENDS FOR DOCUMENT.  (DOCUMENT)  INDIVIDUAL : IC / DRIVE LESEN / 3 MONTHS PAYSLIP / 3 MONTHS BANK STATEMENT / EPF / INCOME TAX 2022 YEAR  COMPANY : DIRECTOR IC / DIRECTOR DRIVE LESEN / COMPANY SSM / 6 MONTHS COMPANY BANK STATEMENT / INCOME TAX 2022 YEAR"
2023-05-17,Best Deal 2023 Proton Exora Executive (Kuantan),Dealer, 59800,Proton,Exora,1.6 Executive,New,2023,Automatic,1.6L,MPV,Pahang,5 Years Warranty,,,,"Best Deal 2023 Proton Exora Executive (Kuantan)  Rebate banyak!!!  Stock cepat!!!  >>> Semakan kelayakan loan adalah percuma<<<  Documents yang perlukan:  - IC dan lesen depan belakang  - Slip gaji 3 bulan terkini  - Penyata bank 3 bulan terkini  Saya Carrick Tan , authorized Proton Sales Advisor boleh bantu anda uruskan pembelian kereta Proton secara mudah dan pantas.  Untuk Sebarang pentanyaan, call/ WhatsApp saya  Carrick Tan    Show Phone Number   www.wasap.my/6    Show Phone Number   /JomNakBeliProton  www.wasap.my/6    Show Phone Number   /JomNakBeliProton  www.wasap.my/6    Show Phone Number   /JomNakBeliProton  - Accept Trade-In  - Ready Stock  - Must View"
2023-05-16,2018 Lexus RX 300 F Sport,Dealer, 273888,Lexus,RX,300 F Sport,Recond,2018,Automatic,2.0L,SUV,Selangor,1 Year Warranty,"10,000 - 14,999 km",Metallic,Black,"2018 Lexus RX 300 F Sport  LEXUS RX300T 2.0 F-SPORT  - UnRegistered  - Year Made 2018  SPECIFICATIONS  - 3 EYES LED HEADLAMP  - KEYLESS ENTRY  - PUSH START BUTTON  - FULL LEATHER SEAT  - ELECTRIC SEAT WITH MEMORY CONTROL  - AIRCOND SEAT  - MULTI FUNCTION STEERING  - PADDLE SHIFT  - SPORT PLUS MODE  - HEAD UP DISPLAY (HUD)  - POWER BOOT  - TRACTION CONTROL SYSTEM  - PRE CRASH SAFETY SYSTEM (PCS)  - LANE KEEP ASSIST (LKA)  - BLIND SPOT MONITOR (BSM)  - 20"" SPORT RIMS  - PARKING DISTANCE CONTROL WITH SIDE AND REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES...  * Estimate Selling Price Rm273,888  (For Duty Free Zone Langkawi, Labuan, Government Purchase and Embassy in Malaysia)**T&C  ** Now Promotion Selling Price Rm283,800  (Included sst duty tax)  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond LEXUS RX300 F-SPORT For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND LEXUS RX ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND LEXUS RX300 SALES AGENT  .  { VIEW BY APPOINTMENT }  .  (00800000C8300STPDTC)"
2023-05-16,2010 BMW Z4 sDrive23i Cheap sale,Dealer, 80000,BMW,Z4,sDrive23i,Used,2010,Automatic,2.5L,Coupe,Kuala Lumpur,No Warranty,"80,000 - 84,999 km",Solid,Red / Orange,"2010 BMW Z4 sDrive23i Cheap sale  Good price offer. Low mileage 84,000 only  Please call 016-731 6064 ASAP  Accident free  Well maintained.car.  Low price urgent sale"
2023-05-16,2023 Unregistered 13 Kaki Isuzu NPR72 Steel Tipper For Sell,Dealer, 113800,Isuzu,NPR72,Truck,Recond,2023,Manual,5.0L,Commercial,Johor,No Warranty,"80,000 - 84,999 km",Metallic,Grey / Silver,"2023 Unregistered 13 Kaki Isuzu NPR72 Steel Tipper For Sell  Unregistered 13 Kaki Isuzu NPR72 Steel Tipper For Sell  - Disel  - 5.0 CC  - Bdm 7500  - 6 New Tyres  - New Aircond  - Like New Truck  - Import From Japan  - Grade A Condition  - Roadtax 1/2 Year  - Insurance 1 Year ( 1st Party )  - Ready Stock  -Tip Top Condition  - Trade-In Acceptable  - Panjang : 13  Kaki  - Lebar  : 88 inci  - Tinggi : 2 kaki  - Harga Body RM113,800  YL KULAI MOTOR SDN BHD  Please Call/ WhatsApp    Show Phone Number   (Mr Yun) /    Show Phone Number   (Ms Yun )  MLO 3781, JALAN AIR HITAM, BATU 16 1/2, SALENG, JOHOR.  - WAZE: https://waze.com/ul/hw239nruyw  -    Show Phone Number   /    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://www.facebook.com/ylkulaimotorsb/"
2023-05-16,2021 Subaru Forester 2.0 GT EDITION,Dealer, 165000,Subaru,Forester,2.0 GT EDITION,New,2021,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,,,,2021 Subaru Forester 2.0 GT EDITION  PRE REGISTER FORESTER EYESIGHT GT HARGA DARI RM164XXX  YEAR OF MAKE 2021  Ã°Â
2023-05-16,2000 10 Kaki Toyota Dyna Hiace Cargo Am For Sell,Dealer, 16000,Toyota,Dyna,2.5,Used,2000,Manual,2.5L,Commercial,Johor,No Warranty,"75,000 - 79,999 km",Solid,Brown,"2000 10 Kaki Toyota Dyna Hiace Cargo Am For Sell  10 Kaki Toyota Dyna Hiace Cargo Am For Sell  - Year 2000  - 10 Kaki  - 2446 CC  - Bdm 3000  - Disel  - New Gear Box  - Ready Stock  - Tip Top Condition  - Trade-In Acceptable  - HARGA BODY RM16,000  YL KULAI MOTOR SDN BHD  Please Call/ WhatsApp    Show Phone Number   (Mr Yun) /    Show Phone Number   (Ms Yun )  MLO 3781, JALAN AIR HITAM, BATU 16 1/2, SALENG, JOHOR.  - WAZE: https://waze.com/ul/hw239nruyw  -    Show Phone Number   /    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://www.facebook.com/ylkulaimotorsb/"
2023-05-16,2009 Nissan Urvan 3.0cc (M) Panel Van Diesel Hijau / Perfect Condition,Dealer, 33800,Nissan,Urvan,3.0 Diesel,Used,2009,Manual,3.0L,Commercial,Melaka,No Warranty,"130,000 - 139,999 km",Solid,White,"2009 Nissan Urvan 3.0cc (M) Panel Van Diesel Hijau / Perfect Condition  YEAR 2009-Nissan Urvan 3.0cc (M) Panel Van Diesel Hijau  Contact & WhatsApp Us At:  Ivan		: 0111-666 9292	www.wasap.my/6    Show Phone Number   2  VEHICLE Info :-  -Year 2009 / 1 Owner / Perfect Condition  -3.0cc (M) Panel Van / Gear   Engine Good  -Aircond Good   Radio Player   Back Sensor   Interior Nice  -Car In Good Condition & Safe To Use  -Call Ivan    Show Phone Number   2 / www.wasap.my/6    Show Phone Number   2  FACEBOOK : PERNIAGAAN MOTOR KLEBANG  Perniagaan Motor Klebang  Address: No.5777-C, Jalan Klebang Kecil, Limbongan, 75200 Melaka.  Operation Day: Mon-Sat  Operation Time: 9:00am - 5:30pm  Hotline : 0111-666 9292 / www.wasap.my/6    Show Phone Number   2  MAP LOCATION : https://www.google.com/maps/place/Perniagaan Motor Klebang, Jalan Tengkera, Kampung Limbongan, 75200 Klebang, Malacca/@2.2054266,102.2199833,16z/data=!4m2!3m1!1s0x31d1f1ae238c4a73:0xabf4a2644326fab7?hl=en&source=lmns  CARELINE 24 Hour Service :-Ã"
2023-05-15,2007 12.5 Kaki Isuzu NHR69E Cargo With Pagar For Sell,Dealer, 25800,Isuzu,NHR69,Truck,Used,2007,Manual,3.0L,Commercial,Johor,No Warranty,"75,000 - 79,999 km",Metallic,Brown,"2007 12.5 Kaki Isuzu NHR69E Cargo With Pagar For Sell  12.5 Kaki Isuzu NHR69E Cargo With Pagar For Sell  - Year 2007  - 3059 CC  - BDM 4100  - Disel  - With Pagar  - Fuel Pump (No Computer Box)  - Ready Stock  - Tip Top Condition  - Trade-In Acceptable  - Panjang : 12.5 Kaki  - Lebar : 6 ft  - Tinggi : 2 ft  - HARGA BODY RM25,800  YL KULAI MOTOR SDN BHD  Please Call/ WhatsApp    Show Phone Number   (Mr Yun) /    Show Phone Number   (Ms Yun )  MLO 3781, JALAN AIR HITAM, BATU 16 1/2, SALENG, JOHOR.  - WAZE: https://waze.com/ul/hw239nruyw  -    Show Phone Number   /    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://www.facebook.com/ylkulaimotorsb/"
2023-05-15,2001 14.5 Kaki Hicom Perkasa MTB150T Box For Sell,Dealer, 21800,Hicom,Perkasa MTB,150T 2.8 Box Box,Used,2001,Manual,2.8L,Commercial,Johor,No Warranty,"80,000 - 84,999 km",Metallic,White,"2001 14.5 Kaki Hicom Perkasa MTB150T Box For Sell  14.5 Kaki Hicom Perkasa MTB150T Box For Sell  - Year 2001  - 2771 CC (TURBO)  - Bdm 5000  - Disel Hijau  - Ada Aircond  - Ada Reverse Camera  - Ada Power Steering  - Ready Stock  - Tip Top Condition  - Trade-In Acceptable  - Panjang : 14.5 Kaki  - Lebar : 7'9"" ft  - Tinggi : 6'3"" ft  - Harga Body RM21,800  YL KULAI MOTOR SDN BHD  Please Call/ WhatsApp    Show Phone Number   (Mr Yun) /    Show Phone Number   (Ms Yun )  MLO 3781, JALAN AIR HITAM, BATU 16 1/2, SALENG,81400 SENAI, JOHOR.  - WAZE: https://waze.com/ul/hw239nruyw  -    Show Phone Number   /    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://www.facebook.com/ylkulaimotorsb/"
2023-05-15,2004 10 Kaki Mitsubishi Truck FB511 Kargo Am For Sell,Dealer, 16800,Mitsubishi,FBV511B,Truck,Used,2004,Manual,2.8L,Commercial,Johor,No Warranty,"75,000 - 79,999 km",Metallic,Brown,"2004 10 Kaki Mitsubishi Truck FB511 Kargo Am For Sell  10 Kaki Mitsubishi Truck FB511 Kargo Am For Sell  - Year 2004  - 10 Kaki  - 2835 CC  - Disel Hijau  - BDM 4500  - Ready Stock  - Tip Top Condition  - Trade-In Accepatble  - HARGA BODY RM16,800  YL KULAI MOTOR SDN BHD  Please Call/ WhatsApp    Show Phone Number   (Mr Yun) /    Show Phone Number   (Ms Yun )  MLO 3781, JALAN AIR HITAM, BATU 16 1/2, SALENG, JOHOR.  - WAZE: https://waze.com/ul/hw239nruyw  -    Show Phone Number   /    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://wa.me/6    Show Phone Number   - https://www.facebook.com/ylkulaimotorsb/"
2023-09-11,"Mazda 3 2.0 SKYACTIV-G High Sedan,TWIN EXHAUST PIPE AKRAPOVIC-2016 YEAR",Dealer, 65800,Mazda,Mazda3,2.0 Sedan SkyActiv High Plus,Used,2016,Automatic,2.0L,Sedan,Kuala Lumpur,1 Year Warranty,"70,000 - 74,999 km",Metallic,Grey / Silver,"Mazda 3 2.0 SKYACTIV-G High Sedan,TWIN EXHAUST PIPE AKRAPOVIC-2016 YEAR  INTERESTING PLEASE CONTACT:    Show Phone Number   MS    Show Phone Number   ENCIK  NEW STOCK!!! NEW STOCK!!! NEW STOCK!!!  MAZDA 3 Sedan 2.0 AUTO SkyActiv HIGH SPEC  Manufactured 2016 Year  (Can Request Registration Card CHECKING!!!)  Car Specification :  * Nardo Grey Wrapping Colour Exterior  * Black Colour Interior with Red Stitching  * 2.0 SkyActiv 16-valve DOHC, Direct Fuel Injection  * Auto Bi-Xenons, AFS Adaptive Headlamps, LED DRLs, LED Rear Lamps  * Single-Zone Auto AirCond  * 7"" Touch-screen with Commander Control (Reverse Camera)  * Keyless Entry Push Start Button  * Paddle Shift +/- Gear  * Auto Headlamps  * Head-up Display  * Digital/Analogue Instrument Cluster  * Full Leather Seat (Drive Side With Power Seat)  * Twin Exhaust Pipe AKRAPOVIC  * 18 Inch Sport Rims  * Low Mileage  * Accident Fee  * Like New  WELCOME TEST DRIVE,WILL GIVE FOR GOOD SERVICE AND BEST PRICE!!!  FREE GIFT:  @ Free Service  @ Free Full Tank  @ Free TouchNgo  @ Free Polish  @ Free Warranty Insurance  (((Term And Condition Apply!)))  We Check , We Services , We Test , Before We Sell.  LOAN CAN UP TO 7 YEAR, BANK APPROVAL INTEREST RATE % AND APPROVAL AMOUNT IS DEPENDS FOR DOCUMENT.  (DOCUMENT)  PERSONAL : IC / DRIVE LESEN / 3 MONTHS PAYSLIP / 3 MONTHS BANK STATEMENT / EPF / EA."
2023-05-14,2022 Mercedes-Benz GLA-Class GLA35 AMG 4MATIC PREMIUM - PANORAMIC ROOF - HI-SPEC,Dealer, 388800,Mercedes-Benz,GLA-Class,GLA35 AMG,Recond,2022,Automatic,2.0L,SUV,Selangor,1 Year Warranty,"10,000 - 14,999 km",Metallic,Black,"2022 Mercedes-Benz GLA-Class GLA35 AMG 4MATIC PREMIUM - PANORAMIC ROOF - HI-SPEC  MERCEDES BENZ GLA35 2.0 AMG 4MATIC PREMIUM  - YEAR 2022  - UNREGISTERED  - JAPAN SPEC  **NEW MODEL**  SPECIFICATION  - PANORAMIC ROOF  - KEYLESS ENTRY  - PUSH START BUTTON  - MULTI FUNCTION STEERING  - PADDLE SHIFT  - INTERIOR CARBON STRUCTURE TRIM  - AMG PERFORMANCE SEAT  - ELECTRIC SEAT WITH MEMORY CONTROL  - DYNAMIC SELECT  - SPORT PLUS MODE  - DIGITAL WIDE SCREEN COCKPIT  - HEAD UP DISPLAY (HUD)  - ANDRIOD / APPLE CARPLAY  - TOUCH SCREEN MONITOR  - LED HEADLAMP  - LED DAYTIME RUNNING LIGHT  - CRUISER CONTROL  - TRACTION CONTROL SYSTEM  - ADAPTIVE SUSPENSION SYSTEM  - POWER BOOT  - DISTRONIC  - ACTIVE BRAKE ASSIST  - BLIND SPOT ASSIST  - LANE KEEPING ASSIST  - 19"" AMG SPORT RIMS  - PARKING DISTANCE CONTROL WITH SURROUND VIEW CAMERA  - AND MANY MORE EXTRA FEATURES...  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond MERCEDES BENZ GLA35 AMG For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND MERCEDES BENZ ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND MERCEDES BENZ GLA35 SALES AGENT  (00894900D8800STPDTC)"
2023-05-14,2021 Porsche Cayenne 3.0 V6 Coupe SPORT CHRONO PACKAGE **NEW FACELIFT *PANORAMIC,Dealer, 708888,Porsche,Cayenne,3.0 Coupe,Recond,2021,Automatic,3.0L,SUV,Selangor,1 Year Warranty,"20,000 - 24,999 km",Metallic,Red / Orange,"2021 Porsche Cayenne 3.0 V6 Coupe SPORT CHRONO PACKAGE **NEW FACELIFT *PANORAMIC  PORSCHE CAYENNE 3.0 V6 COUPE  - UNREGISTERED  - Year Made 2021  - UK SPEC  SPECIFICATION  - SPORT CHRONO PACKAGE  - PANORAMIC ROOF  - MULTI FUNCTION STEERING  - PADDLE SHIFT  - KEYLESS ENTRY & START  - ADAPTIVE SPORT SEAT PLUS  - SPORT PLUS MODE  - AIRCOND SEAT BLOWER  - ELECTRIC CONTROL SEAT WITH MEMORY  - 4 ZONE AIRCOND CLIMATE CONTROL  - BOSE PREMIUM SOUND SYSTEM  - POWER BOOT  - PASM (Porsche Active Suspension Management)  - PCM (Porsche Communication Management)  - PDLS (Porsche Dynamic Light System)  - MATRIX BEAM HEADLIGHT  - PORSCHE 21"" SPORT RIMS  - PARKING DISTANCE CONTROL WITH REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES...  * Estimate Selling Price Rm708,888  (For Duty Free Zone Langkawi, Labuan, Government Purchase and Embassy in Malaysia)**T&C  ** Now Promotion Selling Price Rm718,800  (Included sst duty tax)  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond PORSCHE CAYENNE 3.0 V6 For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND PORSCHE CAYENNE ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND PORSCHE CAYENNE SALES AGENT  .  { VIEW BY APPOINTMENT }  (00477400H1800TBH)"
2023-05-14,2017 Mercedes-Benz E-Class E200 Avantgarde SPECIAL OFFER,Dealer, 220000,Mercedes-Benz,E-Class,E200 Avantgarde,Recond,2017,Automatic,2.0L,Sedan,Selangor,3 Years Warranty,"40,000 - 44,999 km",Metallic,White,"2017 Mercedes-Benz E-Class E200 Avantgarde SPECIAL OFFER  ASALAMMUALAIKUM DAN SALAM SEJAHTERA...  MAXLOANMAXLOANMAXLOANMAXLOANMAXLOAN!!!  UP TO 3 YEARS WARRANTY(save up to RM6k)  Free Touch Up Interior (save RM950.00)  Free Touch Up Exterior (save up to RM3k)  Free Service Before Delivery(save RM850.00)  Free Polish(save RM650.00)  Free Branded Voucher Tinted(RM500.00)!!!  MERCEDES BENZ E200 AMG  JPN SPEC  GRADE A CAR ASSURED  RECON UNREGISTERED  MANUFACTURED YEAR 2017  ORIGINAL MILEAGE  DIRECT SALESMAN AP HOLDER!!!  ~~~~~SPECIFICATION~~~~~  Key Less Entry  Push Start  Auto Tilt Steering  Memory Electronic Seats  Blind Spot  Lane Keeping Assist  Brake Assist  Parking Assist  Bumester Sound Systems  Full Leather Seats  4 Camera  Power Booth  Dual Tail Pipe  18"" Sport Rim  2.0L 4-Cylider Turbocharged Petrol Engine { 1,991cc }  7G-DCT 7-Speed Automatic Transmission  Performance : 184 HP at 5,500 rpm  Max Torque : 300 Nm @ 1,200-4,000  rpm  Acceleration : 8.62 secs / 0 - 100 kmph  PROMOTION OTR PRICE RM244,000.00  **** SYAWAL OFFER BODY PRICE RM220,000.00!!!***  UP TO 3 YEARS WARRANTY(save up to RM6k)  Free Touch Up Interior (save RM950.00)  Free Touch Up Exterior (save up to RM3k)  Free Service Before Delivery(save RM850.00)  Free Polish(save RM650.00)  Free Branded Voucher Tinted(RM500.00)!!!  For more details please call / what's app text me:-  Ed Khairul Azhar    Show Phone Number   # UNLIMITED MILEAGE TOWING...  # UNLIMITED TIME TOWING...  # UP TO 100k P/A...  FAST APPROVAL (terms and conditions apply)...  LOW INTEREST (terms and conditions apply)...  HIGH TRADE IN (terms and conditions apply)...  For more details please call / what's app text me:-  Ed Khairul Azhar    Show Phone Number   - Accept Trade-In  - Unregistered  - Tiptop Condition  - Ready Stock  - Like New  - High Spec  - High loan  - New tyres"
2023-05-14,2020 Toyota Alphard 2.5 SC MAX LOAN,Dealer, 278000,Toyota,Alphard,2.5 SC,Recond,2020,Automatic,2.5L,MPV,Selangor,5 Years Warranty,"15,000 - 19,999 km",Metallic,Black,"2020 Toyota Alphard 2.5 SC MAX LOAN  ASALAMMUALAIKUM DAN SALAM SEJAHTERA...  MAXLOANMAXLOANMAXLOAN!!!  *** SPECIAL SYAWAL 1444 OFFER!!!***  ### UP TO 5 YEARS WARRANTY(save up to RM6,414.00)  ### Free Touch Up Interior (save RM850.00)  ### Free Touch Exterior (save up to RM3,000.00)  ### Free Service Before Delivery(save RM650.00)  ### Free Polish 3 LAYER(save RM750.00)  ### Free Branded Voucher Tinted(RM500.00)!!!  ~ TOYOTA ALPHARD 2.5 SC...  ~ YEAR MADE 2020...  ~ DIRECT SALESMAN AP HOLDER!!!(NOT BROKER!!!)  ~ RECON UNREGISTERED...  ~ 3 LED...  ~ PRE-CRASH...  ~ LANE KEEPING ASSIST...  ~ ORIGINAL MILEAGE...  ~ AUTO CRUISE...  ~ BIG TOUCH SCREEN MONITOR...  ~ MEMORY ELECTRONIC DRIVER SEAT...  ~ 4 ELECTRONIC SEATS...  ~ COOLER HEATER SEATS...  ~ PILOT HEAD REST...  ~ NAPPA LEATHER SEAT...  ~ 7 SEATER...  ~ 2 POWER DOOR...  ~ POWER BOOTH...  ~ BLACK INTERIOR...  ~ FRONT BACK PARKING SENSORS...  ~ REV. CAMERA...  ~ 18"" SPORT RIMS ...  ###  BOOKING RM1,000.00 (100% refund loan reduce, reject etc)...  ### PROMOTIONS BODY PRICE RM295,000.00 NEGO!!!  *** NEW BODY PRICE SYAWAL PROMOTIONS RM283,000.00!!!***  *** SPECIAL SYAWAL 1444 OFFER BODY PRICE RM278,000.00!!!***  ### UP TO 5 YEARS WARRANTY(save up to RM6,414.00)  ### Free Touch Up Interior (save RM850.00)  ### Free Touch Exterior (save up to RM3,000.00)  ### Free Service Before Delivery(save RM650.00)  ### Free Polish 3 LAYER(save RM750.00)  ### Free Branded Voucher Tinted(RM500.00)!!!  >>> For more details please call / what's app text me:-  Eddie Khairul    Show Phone Number   # UNLIMITED MILEAGE TOWING...  # UNLIMITED TIME TOWING...  # UP TO 100k P/A...  ### VERY CLOSE RELATIONSHIP WITH BANKERS...  ### FAST LOAN(terms and conditions apply)...  ### FAST APPROVAL (terms and conditions apply)...  ### LOW INTEREST (terms and conditions apply)...  ### HIGH TRADE IN (terms and conditions apply)...  >>> For more details please call / what's app text me:-  Eddie Khairul    Show Phone Number   ### ALMOST 500 UNIT TO CHOOSE!!!!  HURRY!!!HURRY!!!HURRY!!!  ###mercerdesbenza180sea180amga200amga220amga250amga35amgcla180cla180amgc200amgtoyotaalphardvellfirehondaspadaporchemacan2.0#  For more details, please call/what's app text me :-  EDDIE KHAIRUL    Show Phone Number   Fast Loan(t&c apply)...  High Loan(t&c apply)...  Fast Approval(t&c apply)...  Low Interest(t&c apply)...  HIGH TRADE IN(t&c apply)...  For more details, please call/what's app text me :-  EDDIE KHAIRUL    Show Phone Number   - Accept Trade-In  - Low Down Payment  - Low Mileage  - Must View  - Ready Stock  - Tiptop Condition  - Unregistered  - High loan"
